,State,Year,Quarter,district,Transaction_count,Transaction_amount
417,Arunachal Pradesh,2018,1,upper subansiri ,735,1358368
418,Arunachal Pradesh,2018,1,east kameng ,529,473825
419,Arunachal Pradesh,2018,1,lohit ,3747,11496950
420,Arunachal Pradesh,2018,1,lepa rada ,288,403149
421,Arunachal Pradesh,2018,1,tawang ,2334,5055665
422,Arunachal Pradesh,2018,1,namsai ,1400,2162985
423,Arunachal Pradesh,2018,2,lower dibang valley ,1827,2561238
424,Arunachal Pradesh,2018,2,lower subansiri ,1666,4113742
425,Arunachal Pradesh,2018,2,longding ,4634,10271170
426,Arunachal Pradesh,2018,2,west siang ,2579,7610990
427,Arunachal Pradesh,2018,2,kamle ,12,23654
428,Arunachal Pradesh,2018,2,upper siang ,240,494895
429,Arunachal Pradesh,2018,2,tirap ,1903,3126394
430,Arunachal Pradesh,2018,2,papum pare ,25363,66520931
431,Arunachal Pradesh,2018,2,kurung kumey ,83,123737
432,Arunachal Pradesh,2018,2,anjaw ,7,7871
433,Arunachal Pradesh,2018,2,siang ,336,740233
434,Arunachal Pradesh,2018,2,lower siang ,2292,2179452
435,Arunachal Pradesh,2018,2,kra daadi ,247,987136
436,Arunachal Pradesh,2018,2,changlang ,6066,13294259
437,Arunachal Pradesh,2018,2,pakke kessang ,48,58360
438,Arunachal Pradesh,2018,2,dibang valley ,68,65769
439,Arunachal Pradesh,2018,2,west kameng ,10466,25521321
440,Arunachal Pradesh,2018,2,east siang ,6363,15285584
441,Arunachal Pradesh,2018,2,upper subansiri ,1285,2911910
442,Arunachal Pradesh,2018,2,east kameng ,522,1825297
443,Arunachal Pradesh,2018,2,lohit ,6962,20520619
444,Arunachal Pradesh,2018,2,lepa rada ,511,731445
445,Arunachal Pradesh,2018,2,tawang ,5447,13722375
446,Arunachal Pradesh,2018,2,namsai ,3230,6271811
447,Arunachal Pradesh,2018,3,lower dibang valley ,2824,6074558
448,Arunachal Pradesh,2018,3,lower subansiri ,2346,5154232
449,Arunachal Pradesh,2018,3,longding ,5288,18327334
450,Arunachal Pradesh,2018,3,west siang ,3337,12966153
451,Arunachal Pradesh,2018,3,kamle ,93,30505
452,Arunachal Pradesh,2018,3,upper siang ,250,743956
453,Arunachal Pradesh,2018,3,tirap ,3322,7479257
454,Arunachal Pradesh,2018,3,papum pare ,43282,101080479
455,Arunachal Pradesh,2018,3,kurung kumey ,255,303027
456,Arunachal Pradesh,2018,3,anjaw ,13,95404
457,Arunachal Pradesh,2018,3,siang ,615,2141734
458,Arunachal Pradesh,2018,3,lower siang ,2625,3045591
459,Arunachal Pradesh,2018,3,kra daadi ,436,1606758
460,Arunachal Pradesh,2018,3,changlang ,10162,20494175
461,Arunachal Pradesh,2018,3,pakke kessang ,165,305165
462,Arunachal Pradesh,2018,3,dibang valley ,29,196467
463,Arunachal Pradesh,2018,3,west kameng ,17026,48528147
464,Arunachal Pradesh,2018,3,east siang ,10539,24885271
465,Arunachal Pradesh,2018,3,upper subansiri ,1601,4223298
466,Arunachal Pradesh,2018,3,east kameng ,1029,3132864
467,Arunachal Pradesh,2018,3,lohit ,11595,32702332
468,Arunachal Pradesh,2018,3,lepa rada ,523,1777602
469,Arunachal Pradesh,2018,3,tawang ,8715,25733825
470,Arunachal Pradesh,2018,3,namsai ,5076,10698273
471,Arunachal Pradesh,2018,4,lower dibang valley ,4227,10951332
472,Arunachal Pradesh,2018,4,lower subansiri ,3735,8884931
473,Arunachal Pradesh,2018,4,longding ,6581,22545312
474,Arunachal Pradesh,2018,4,west siang ,3813,14013986
475,Arunachal Pradesh,2018,4,kamle ,247,361497
476,Arunachal Pradesh,2018,4,upper siang ,1041,2157333
477,Arunachal Pradesh,2018,4,tirap ,5725,10811743
478,Arunachal Pradesh,2018,4,papum pare ,55224,154875448
479,Arunachal Pradesh,2018,4,kurung kumey ,444,759687
480,Arunachal Pradesh,2018,4,anjaw ,273,495578
481,Arunachal Pradesh,2018,4,siang ,822,2176630
482,Arunachal Pradesh,2018,4,lower siang ,2883,4533291
483,Arunachal Pradesh,2018,4,kra daadi ,750,3254327
484,Arunachal Pradesh,2018,4,changlang ,13950,32343047
485,Arunachal Pradesh,2018,4,pakke kessang ,297,462144
486,Arunachal Pradesh,2018,4,dibang valley ,40,97205
487,Arunachal Pradesh,2018,4,west kameng ,25439,89194887
488,Arunachal Pradesh,2018,4,shi yomi ,61,42484
489,Arunachal Pradesh,2018,4,east siang ,12893,34272134
490,Arunachal Pradesh,2018,4,upper subansiri ,2686,8771042
491,Arunachal Pradesh,2018,4,east kameng ,1750,5936856
492,Arunachal Pradesh,2018,4,lohit ,14268,40510522
493,Arunachal Pradesh,2018,4,lepa rada ,932,3023578
494,Arunachal Pradesh,2018,4,tawang ,11104,35921511
495,Arunachal Pradesh,2018,4,namsai ,7244,17643523
496,Arunachal Pradesh,2019,1,lower dibang valley ,6314,13738776
497,Arunachal Pradesh,2019,1,lower subansiri ,4994,12615032
498,Arunachal Pradesh,2019,1,longding ,7287,25349462
499,Arunachal Pradesh,2019,1,west siang ,5921,19426751
500,Arunachal Pradesh,2019,1,kamle ,391,725807
501,Arunachal Pradesh,2019,1,upper siang ,1154,2756678
502,Arunachal Pradesh,2019,1,tirap ,6877,14075748
503,Arunachal Pradesh,2019,1,papum pare ,70941,188556716
504,Arunachal Pradesh,2019,1,kurung kumey ,740,2076644
505,Arunachal Pradesh,2019,1,anjaw ,2116,4643031
506,Arunachal Pradesh,2019,1,siang ,1282,2552682
507,Arunachal Pradesh,2019,1,lower siang ,3565,6923302
508,Arunachal Pradesh,2019,1,kra daadi ,1070,3797175
509,Arunachal Pradesh,2019,1,changlang ,17589,40239142
510,Arunachal Pradesh,2019,1,pakke kessang ,545,1682923
511,Arunachal Pradesh,2019,1,dibang valley ,102,301591
512,Arunachal Pradesh,2019,1,west kameng ,34289,101333634
513,Arunachal Pradesh,2019,1,shi yomi ,19,212990
514,Arunachal Pradesh,2019,1,east siang ,15621,39284373
515,Arunachal Pradesh,2019,1,upper subansiri ,3880,14105452
516,Arunachal Pradesh,2019,1,east kameng ,2688,9107598
517,Arunachal Pradesh,2019,1,lohit ,15896,42834777
518,Arunachal Pradesh,2019,1,lepa rada ,1523,4054526
519,Arunachal Pradesh,2019,1,tawang ,13102,39489779
520,Arunachal Pradesh,2019,1,namsai ,8600,20065517
521,Arunachal Pradesh,2019,2,lower dibang valley ,5819,13737168
522,Arunachal Pradesh,2019,2,lower subansiri ,5579,14746950
523,Arunachal Pradesh,2019,2,longding ,6744,23464028
524,Arunachal Pradesh,2019,2,west siang ,8041,24549833
525,Arunachal Pradesh,2019,2,kamle ,414,1136777
526,Arunachal Pradesh,2019,2,upper siang ,1079,3993676
527,Arunachal Pradesh,2019,2,tirap ,6868,18633793
528,Arunachal Pradesh,2019,2,papum pare ,86433,246640891
529,Arunachal Pradesh,2019,2,kurung kumey ,1427,4036512
530,Arunachal Pradesh,2019,2,anjaw ,2473,5220590
531,Arunachal Pradesh,2019,2,siang ,1654,5373179
532,Arunachal Pradesh,2019,2,lower siang ,3791,7075961
533,Arunachal Pradesh,2019,2,kra daadi ,1447,4315353
534,Arunachal Pradesh,2019,2,changlang ,18631,48891048
535,Arunachal Pradesh,2019,2,pakke kessang ,687,1750138
536,Arunachal Pradesh,2019,2,dibang valley ,98,214967
537,Arunachal Pradesh,2019,2,west kameng ,37430,122521181
538,Arunachal Pradesh,2019,2,shi yomi ,13,65209
539,Arunachal Pradesh,2019,2,east siang ,16494,46549881
540,Arunachal Pradesh,2019,2,upper subansiri ,4827,18395807
541,Arunachal Pradesh,2019,2,east kameng ,2309,8996398
542,Arunachal Pradesh,2019,2,lohit ,18693,48893747
543,Arunachal Pradesh,2019,2,lepa rada ,2108,5045596
544,Arunachal Pradesh,2019,2,tawang ,15960,55915835
545,Arunachal Pradesh,2019,2,namsai ,9637,22491357
546,Arunachal Pradesh,2019,3,lower dibang valley ,8405,15177865
547,Arunachal Pradesh,2019,3,lower subansiri ,8828,21059967
548,Arunachal Pradesh,2019,3,longding ,10269,26620415
549,Arunachal Pradesh,2019,3,west siang ,11889,30014807
550,Arunachal Pradesh,2019,3,kamle ,677,968785
551,Arunachal Pradesh,2019,3,upper siang ,1419,3927440
552,Arunachal Pradesh,2019,3,tirap ,11249,21737827
553,Arunachal Pradesh,2019,3,papum pare ,117940,301518076
554,Arunachal Pradesh,2019,3,kurung kumey ,1579,3674797
555,Arunachal Pradesh,2019,3,anjaw ,4230,9665384
556,Arunachal Pradesh,2019,3,siang ,2640,6888801
557,Arunachal Pradesh,2019,3,lower siang ,5348,9507512
558,Arunachal Pradesh,2019,3,kra daadi ,2187,5520848
559,Arunachal Pradesh,2019,3,changlang ,29218,58354823
560,Arunachal Pradesh,2019,3,pakke kessang ,977,2145842
561,Arunachal Pradesh,2019,3,dibang valley ,202,675910
562,Arunachal Pradesh,2019,3,west kameng ,53939,147186020
563,Arunachal Pradesh,2019,3,shi yomi ,27,30368
564,Arunachal Pradesh,2019,3,east siang ,22611,58040120
565,Arunachal Pradesh,2019,3,upper subansiri ,7803,22099628
566,Arunachal Pradesh,2019,3,east kameng ,3814,10631336
567,Arunachal Pradesh,2019,3,lohit ,24505,54539458
568,Arunachal Pradesh,2019,3,lepa rada ,2928,4930338
569,Arunachal Pradesh,2019,3,tawang ,24097,72221026
570,Arunachal Pradesh,2019,3,namsai ,13453,25507641
571,Arunachal Pradesh,2019,4,lower dibang valley ,10376,21103089
572,Arunachal Pradesh,2019,4,lower subansiri ,11806,29634357
573,Arunachal Pradesh,2019,4,longding ,11018,29245021
574,Arunachal Pradesh,2019,4,west siang ,14581,39460255
575,Arunachal Pradesh,2019,4,kamle ,999,1620922
576,Arunachal Pradesh,2019,4,upper siang ,4165,12739586
577,Arunachal Pradesh,2019,4,tirap ,16459,38467791
578,Arunachal Pradesh,2019,4,papum pare ,143272,378838002
579,Arunachal Pradesh,2019,4,kurung kumey ,1343,4526790
580,Arunachal Pradesh,2019,4,anjaw ,5417,11887951
581,Arunachal Pradesh,2019,4,siang ,4756,8833695
582,Arunachal Pradesh,2019,4,lower siang ,6628,11985865
583,Arunachal Pradesh,2019,4,kra daadi ,2830,7804936
584,Arunachal Pradesh,2019,4,changlang ,33963,71874991
585,Arunachal Pradesh,2019,4,pakke kessang ,1194,2287739
586,Arunachal Pradesh,2019,4,dibang valley ,267,1240493
587,Arunachal Pradesh,2019,4,west kameng ,66740,198205638
588,Arunachal Pradesh,2019,4,shi yomi ,232,170773
589,Arunachal Pradesh,2019,4,east siang ,26605,72075285
590,Arunachal Pradesh,2019,4,upper subansiri ,9285,28319762
591,Arunachal Pradesh,2019,4,east kameng ,5646,19408663
592,Arunachal Pradesh,2019,4,lohit ,29281,67502325
593,Arunachal Pradesh,2019,4,lepa rada ,4245,8888754
594,Arunachal Pradesh,2019,4,tawang ,30077,91949244
595,Arunachal Pradesh,2019,4,namsai ,18290,32501252
596,Arunachal Pradesh,2020,1,lower dibang valley ,14400,29552511
597,Arunachal Pradesh,2020,1,lower subansiri ,15770,34273251
598,Arunachal Pradesh,2020,1,longding ,13240,35267440
599,Arunachal Pradesh,2020,1,west siang ,19728,47929441
600,Arunachal Pradesh,2020,1,kamle ,1434,3418976
601,Arunachal Pradesh,2020,1,upper siang ,7055,17820680
602,Arunachal Pradesh,2020,1,tirap ,18369,40877852
603,Arunachal Pradesh,2020,1,papum pare ,180373,457430754
604,Arunachal Pradesh,2020,1,kurung kumey ,2294,5942677
605,Arunachal Pradesh,2020,1,anjaw ,5025,12808736
606,Arunachal Pradesh,2020,1,siang ,5136,11962344
607,Arunachal Pradesh,2020,1,lower siang ,8047,15520255
608,Arunachal Pradesh,2020,1,kra daadi ,3407,10045463
609,Arunachal Pradesh,2020,1,changlang ,43858,93461364
610,Arunachal Pradesh,2020,1,pakke kessang ,2044,3425821
611,Arunachal Pradesh,2020,1,dibang valley ,397,878785
612,Arunachal Pradesh,2020,1,west kameng ,75363,198712422
613,Arunachal Pradesh,2020,1,shi yomi ,117,566190
614,Arunachal Pradesh,2020,1,east siang ,33743,82011539
615,Arunachal Pradesh,2020,1,upper subansiri ,12313,33686712
616,Arunachal Pradesh,2020,1,east kameng ,7379,20456071
617,Arunachal Pradesh,2020,1,lohit ,36985,83701268
618,Arunachal Pradesh,2020,1,lepa rada ,5721,11137994
619,Arunachal Pradesh,2020,1,tawang ,31865,84425193
620,Arunachal Pradesh,2020,1,namsai ,23112,46444943
621,Arunachal Pradesh,2020,2,lower dibang valley ,26234,42360073
622,Arunachal Pradesh,2020,2,lower subansiri ,25703,46133124
623,Arunachal Pradesh,2020,2,longding ,20664,54678023
624,Arunachal Pradesh,2020,2,west siang ,32777,72790231
625,Arunachal Pradesh,2020,2,kamle ,2397,4126243
626,Arunachal Pradesh,2020,2,upper siang ,10899,28048492
627,Arunachal Pradesh,2020,2,tirap ,28830,63497031
628,Arunachal Pradesh,2020,2,papum pare ,221728,535085907
629,Arunachal Pradesh,2020,2,kurung kumey ,3847,11359743
630,Arunachal Pradesh,2020,2,anjaw ,7617,18795024
631,Arunachal Pradesh,2020,2,siang ,9827,18585670
632,Arunachal Pradesh,2020,2,lower siang ,13321,23571085
633,Arunachal Pradesh,2020,2,kra daadi ,5264,15730996
634,Arunachal Pradesh,2020,2,changlang ,69279,128572448
635,Arunachal Pradesh,2020,2,pakke kessang ,3558,4635272
636,Arunachal Pradesh,2020,2,dibang valley ,966,2559725
637,Arunachal Pradesh,2020,2,west kameng ,95421,251395972
638,Arunachal Pradesh,2020,2,shi yomi ,302,1222863
639,Arunachal Pradesh,2020,2,east siang ,55680,112693869
640,Arunachal Pradesh,2020,2,upper subansiri ,18056,43140689
641,Arunachal Pradesh,2020,2,east kameng ,11791,40506284
642,Arunachal Pradesh,2020,2,lohit ,56541,114730675
643,Arunachal Pradesh,2020,2,lepa rada ,8601,16064862
644,Arunachal Pradesh,2020,2,tawang ,44499,121561732
645,Arunachal Pradesh,2020,2,namsai ,34972,54870798
646,Arunachal Pradesh,2020,3,lower dibang valley ,27655,63469161
647,Arunachal Pradesh,2020,3,lower subansiri ,26596,59707234
648,Arunachal Pradesh,2020,3,longding ,21445,63273210
649,Arunachal Pradesh,2020,3,west siang ,34295,92449733
650,Arunachal Pradesh,2020,3,kamle ,2618,5300886
651,Arunachal Pradesh,2020,3,upper siang ,12707,40210853
652,Arunachal Pradesh,2020,3,tirap ,30046,81539832
653,Arunachal Pradesh,2020,3,papum pare ,298350,859373864
654,Arunachal Pradesh,2020,3,kurung kumey ,4391,13864823
655,Arunachal Pradesh,2020,3,anjaw ,9751,31524690
656,Arunachal Pradesh,2020,3,siang ,10489,21236202
657,Arunachal Pradesh,2020,3,lower siang ,12456,28754627
658,Arunachal Pradesh,2020,3,kra daadi ,5676,16181046
659,Arunachal Pradesh,2020,3,changlang ,73842,159158439
660,Arunachal Pradesh,2020,3,pakke kessang ,3469,6301715
661,Arunachal Pradesh,2020,3,dibang valley ,899,3061207
662,Arunachal Pradesh,2020,3,west kameng ,111029,332812238
663,Arunachal Pradesh,2020,3,shi yomi ,521,3410288
664,Arunachal Pradesh,2020,3,east siang ,69710,176323790
665,Arunachal Pradesh,2020,3,upper subansiri ,24387,70811198
666,Arunachal Pradesh,2020,3,east kameng ,13421,43881134
667,Arunachal Pradesh,2020,3,lohit ,65889,156523653
668,Arunachal Pradesh,2020,3,lepa rada ,10150,22146313
669,Arunachal Pradesh,2020,3,tawang ,56016,182137863
670,Arunachal Pradesh,2020,3,namsai ,37019,76484567
671,Arunachal Pradesh,2020,4,lower dibang valley ,33455,81929300
672,Arunachal Pradesh,2020,4,lower subansiri ,31411,97681187
673,Arunachal Pradesh,2020,4,longding ,26089,74890544
674,Arunachal Pradesh,2020,4,west siang ,45207,125118193
675,Arunachal Pradesh,2020,4,kamle ,3611,10000596
676,Arunachal Pradesh,2020,4,upper siang ,19943,78146756
677,Arunachal Pradesh,2020,4,tirap ,36124,104709590
678,Arunachal Pradesh,2020,4,papum pare ,390528,1205917754
679,Arunachal Pradesh,2020,4,kurung kumey ,4581,17134470
680,Arunachal Pradesh,2020,4,anjaw ,17228,49318881
681,Arunachal Pradesh,2020,4,siang ,12962,32619173
682,Arunachal Pradesh,2020,4,lower siang ,14782,33891569
683,Arunachal Pradesh,2020,4,kra daadi ,7619,30458775
684,Arunachal Pradesh,2020,4,changlang ,84852,204367875
685,Arunachal Pradesh,2020,4,pakke kessang ,3064,7503556
686,Arunachal Pradesh,2020,4,dibang valley ,1705,6749773
687,Arunachal Pradesh,2020,4,west kameng ,129575,390436114
688,Arunachal Pradesh,2020,4,shi yomi ,1103,6627026
689,Arunachal Pradesh,2020,4,east siang ,88632,250515095
690,Arunachal Pradesh,2020,4,upper subansiri ,31426,109405901
691,Arunachal Pradesh,2020,4,east kameng ,16340,64104581
692,Arunachal Pradesh,2020,4,lohit ,80530,196997837
693,Arunachal Pradesh,2020,4,lepa rada ,14338,39340492
694,Arunachal Pradesh,2020,4,tawang ,67262,240482255
695,Arunachal Pradesh,2020,4,namsai ,46762,111916732
696,Arunachal Pradesh,2021,1,lower dibang valley ,32427,90709109
697,Arunachal Pradesh,2021,1,lower subansiri ,29916,106591163
698,Arunachal Pradesh,2021,1,longding ,23962,75573421
699,Arunachal Pradesh,2021,1,west siang ,42575,138700637
700,Arunachal Pradesh,2021,1,kamle ,3092,11023768
701,Arunachal Pradesh,2021,1,upper siang ,21312,73026287
702,Arunachal Pradesh,2021,1,tirap ,32043,110593517
703,Arunachal Pradesh,2021,1,papum pare ,419891,1388723427
704,Arunachal Pradesh,2021,1,kurung kumey ,4962,22483755
705,Arunachal Pradesh,2021,1,anjaw ,12823,38844866
706,Arunachal Pradesh,2021,1,siang ,13679,42644184
707,Arunachal Pradesh,2021,1,lower siang ,13231,37929393
708,Arunachal Pradesh,2021,1,kra daadi ,6393,24326519
709,Arunachal Pradesh,2021,1,changlang ,78849,220167766
710,Arunachal Pradesh,2021,1,pakke kessang ,3563,8146942
711,Arunachal Pradesh,2021,1,dibang valley ,1930,7949868
712,Arunachal Pradesh,2021,1,west kameng ,120906,384735273
713,Arunachal Pradesh,2021,1,shi yomi ,1251,6905518
714,Arunachal Pradesh,2021,1,east siang ,82357,253988361
715,Arunachal Pradesh,2021,1,upper subansiri ,28053,116973014
716,Arunachal Pradesh,2021,1,east kameng ,16281,77915774
717,Arunachal Pradesh,2021,1,lohit ,72380,198534807
718,Arunachal Pradesh,2021,1,lepa rada ,15690,52794993
719,Arunachal Pradesh,2021,1,tawang ,54137,207859088
720,Arunachal Pradesh,2021,1,namsai ,45753,116637631
721,Arunachal Pradesh,2021,2,lower dibang valley ,42091,105552358
722,Arunachal Pradesh,2021,2,lower subansiri ,40081,120717473
723,Arunachal Pradesh,2021,2,longding ,31640,96566641
724,Arunachal Pradesh,2021,2,west siang ,59341,180700139
725,Arunachal Pradesh,2021,2,kamle ,5476,17345427
726,Arunachal Pradesh,2021,2,upper siang ,25971,89455180
727,Arunachal Pradesh,2021,2,tirap ,46320,144548683
728,Arunachal Pradesh,2021,2,papum pare ,552953,1501062555
729,Arunachal Pradesh,2021,2,kurung kumey ,6623,27396797
730,Arunachal Pradesh,2021,2,anjaw ,15311,43475744
731,Arunachal Pradesh,2021,2,siang ,17032,52687221
732,Arunachal Pradesh,2021,2,lower siang ,17401,45499279
733,Arunachal Pradesh,2021,2,kra daadi ,8758,35998228
734,Arunachal Pradesh,2021,2,changlang ,105461,264031910
735,Arunachal Pradesh,2021,2,pakke kessang ,4424,13097426
736,Arunachal Pradesh,2021,2,dibang valley ,1995,9465920
737,Arunachal Pradesh,2021,2,west kameng ,164866,482626618
738,Arunachal Pradesh,2021,2,shi yomi ,2135,12166777
739,Arunachal Pradesh,2021,2,east siang ,106787,286839106
740,Arunachal Pradesh,2021,2,upper subansiri ,35856,131912939
741,Arunachal Pradesh,2021,2,east kameng ,22015,95352008
742,Arunachal Pradesh,2021,2,lohit ,99686,230495504
743,Arunachal Pradesh,2021,2,lepa rada ,21273,71336744
744,Arunachal Pradesh,2021,2,tawang ,70061,251025038
745,Arunachal Pradesh,2021,2,namsai ,64781,147069902
746,Arunachal Pradesh,2021,3,lower dibang valley ,50270,133788747
747,Arunachal Pradesh,2021,3,lower subansiri ,46105,142674452
748,Arunachal Pradesh,2021,3,longding ,32638,100698521
749,Arunachal Pradesh,2021,3,west siang ,65763,217065611
750,Arunachal Pradesh,2021,3,kamle ,6064,19140719
751,Arunachal Pradesh,2021,3,upper siang ,27960,114285857
752,Arunachal Pradesh,2021,3,tirap ,47118,143620526
753,Arunachal Pradesh,2021,3,papum pare ,710098,1995999756
754,Arunachal Pradesh,2021,3,kurung kumey ,7417,30935383
755,Arunachal Pradesh,2021,3,anjaw ,22621,69876730
756,Arunachal Pradesh,2021,3,siang ,17241,58453201
757,Arunachal Pradesh,2021,3,lower siang ,19324,46101623
758,Arunachal Pradesh,2021,3,kra daadi ,8974,32167940
759,Arunachal Pradesh,2021,3,changlang ,120126,319705502
760,Arunachal Pradesh,2021,3,pakke kessang ,5061,12416387
761,Arunachal Pradesh,2021,3,dibang valley ,2354,13284362
762,Arunachal Pradesh,2021,3,west kameng ,209165,658232386
763,Arunachal Pradesh,2021,3,shi yomi ,2559,17495022
764,Arunachal Pradesh,2021,3,east siang ,128957,368061706
765,Arunachal Pradesh,2021,3,upper subansiri ,46434,191353412
766,Arunachal Pradesh,2021,3,east kameng ,23739,102442240
767,Arunachal Pradesh,2021,3,lohit ,117879,275160751
768,Arunachal Pradesh,2021,3,lepa rada ,20756,72378628
769,Arunachal Pradesh,2021,3,tawang ,89052,365404078
770,Arunachal Pradesh,2021,3,namsai ,79292,177380632
771,Arunachal Pradesh,2021,4,lower dibang valley ,65302,174980100
772,Arunachal Pradesh,2021,4,lower subansiri ,60146,199366119
773,Arunachal Pradesh,2021,4,longding ,37096,125754643
774,Arunachal Pradesh,2021,4,west siang ,79050,267978347
775,Arunachal Pradesh,2021,4,kamle ,8517,31862943
776,Arunachal Pradesh,2021,4,upper siang ,41167,155266318
777,Arunachal Pradesh,2021,4,tirap ,52675,172835893
778,Arunachal Pradesh,2021,4,papum pare ,919925,2435796597
779,Arunachal Pradesh,2021,4,kurung kumey ,8467,36028643
780,Arunachal Pradesh,2021,4,anjaw ,24083,77313027
781,Arunachal Pradesh,2021,4,siang ,22785,72065716
782,Arunachal Pradesh,2021,4,lower siang ,25424,69995157
783,Arunachal Pradesh,2021,4,kra daadi ,10986,42553945
784,Arunachal Pradesh,2021,4,changlang ,147432,403255246
785,Arunachal Pradesh,2021,4,pakke kessang ,6343,15848508
786,Arunachal Pradesh,2021,4,dibang valley ,2711,14284034
